flod,test_acc,test_auc,test_f1_score
0,0.7655677655677655,0.9040623046084812,0.7460443599777248
1,0.7326007326007326,0.8928157220444541,0.7219300210966555
2,0.7216117216117216,0.9067220812338324,0.6996339145987034
3,0.6373626373626373,0.8210152390059706,0.6046671962986573
4,0.7692307692307693,0.9208111123370971,0.7515383490594439
