epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.0,0.5,0.0,0.24175824175824176,0.3657275613912489,0.23454440214608518,0.18681318681318682,0.3388895018818885,0.17910122966395722
2,2,0.0,0.5,0.0,0.25274725274725274,0.38663123567128865,0.2502886002886003,0.19413919413919414,0.3594358012431498,0.189083679448791
3,2,0.3333333333333333,0.5,0.3333333333333333,0.23076923076923078,0.4236299606458494,0.22937439893170639,0.21611721611721613,0.4006424166636016,0.21249161859771837
4,4,0.3333333333333333,0.5,0.2222222222222222,0.2564102564102564,0.4881867054078242,0.25597668174629445,0.2490842490842491,0.4616082484338029,0.24804667569469233
5,5,0.6666666666666666,0.5,0.5555555555555555,0.2893772893772894,0.5596383954295242,0.2895397258762858,0.27106227106227104,0.5376874226096339,0.268015873015873
6,6,1.0,0.5,1.0,0.30036630036630035,0.6228284722988463,0.30066020072614075,0.2564102564102564,0.6023253889440583,0.24655970912752104
7,7,1.0,0.5,1.0,0.3076923076923077,0.6725115549180428,0.3115911485774499,0.2967032967032967,0.6551261539593217,0.28891584221207506
8,7,1.0,0.5,1.0,0.2673992673992674,0.7033052582539508,0.24981498827046225,0.2673992673992674,0.6895815709784595,0.2524390026449523
9,7,1.0,0.5,1.0,0.26373626373626374,0.7320405310971349,0.2426478834951942,0.2600732600732601,0.7178252234359483,0.24185885267310203
10,7,1.0,0.5,1.0,0.2454212454212454,0.7525751835914033,0.2177934894682575,0.27106227106227104,0.7441771794966101,0.25768749697493076
11,7,1.0,0.5,1.0,0.2673992673992674,0.7745362707957875,0.2485286622985874,0.31135531135531136,0.7691946497970993,0.30514558434266464
12,7,1.0,0.5,1.0,0.25274725274725274,0.7795928500496524,0.22858985522636366,0.2564102564102564,0.773156423553643,0.23317996574743982
13,7,1.0,0.6666666666666666,1.0,0.2490842490842491,0.7848581534198878,0.223623924142588,0.27106227106227104,0.7779138622236933,0.2535693473193473
14,14,1.0,0.8333333333333334,1.0,0.31135531135531136,0.7925815587185996,0.30281124786431185,0.3333333333333333,0.7880999668983781,0.3318039950062422
15,14,1.0,1.0,1.0,0.29304029304029305,0.7895607292164724,0.27971394678867983,0.31135531135531136,0.7835699486311866,0.30382950382950386
16,16,1.0,1.0,1.0,0.32967032967032966,0.7879283288584844,0.3124848190748833,0.31868131868131866,0.7840517611288879,0.3066431199411332
17,17,1.0,1.0,1.0,0.38461538461538464,0.8007956649135067,0.3680741559780132,0.39194139194139194,0.7910276214645627,0.38821614455142717
18,18,1.0,1.0,1.0,0.4468864468864469,0.818446798337563,0.44208707733779007,0.4652014652014652,0.8018353010408621,0.4670908326646032
19,19,1.0,1.0,1.0,0.5641025641025641,0.8400995500631384,0.5544906758090489,0.5824175824175825,0.8164251474248165,0.5722435078756918
20,20,1.0,1.0,1.0,0.6410256410256411,0.8485159439479202,0.6190866728797763,0.6373626373626373,0.8210152390059706,0.6046671962986573
