flod,test_acc,test_auc,test_f1_score
0,0.9365079365079365,0.9920300671110583,0.93883862346292
1,0.9206349206349206,0.9905617653544109,0.9119936204146731
2,0.9007936507936508,0.9809259290669471,0.8928187580030108
3,0.9166666666666666,0.9877922327572072,0.9120486790727064
4,0.9325396825396826,0.9866436555455671,0.929182602566278
