epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.7962962962962963,0.825925925925926,0.762659731299529,0.9351851851851852,0.9804232804232805,0.9320621273966571,0.9572649572649573,0.9931235652155599,0.9502735870968438
2,2,0.9290123456790124,0.9512770265856686,0.9287022230268165,0.9351851851851852,0.974838330393886,0.928955185328684,0.9487179487179487,0.9954034245277058,0.9404761904761906
3,2,0.9475308641975309,0.9752073943431968,0.9415679733110927,0.9074074074074074,0.9725455614344504,0.8995659827743786,0.9572649572649573,0.9987205408479182,0.9554281743963869
4,2,0.9475308641975309,0.9553203997648442,0.9430007516333573,0.9259259259259259,0.9689006466784246,0.9204228974863854,0.9572649572649573,0.9978991596638656,0.9658976232731322
5,2,0.9660493827160493,0.9840453328107649,0.9673348310564305,0.9259259259259259,0.9814226925338035,0.9140893702691456,0.9658119658119658,0.997483203807839,0.9673483793071421
6,2,0.9722222222222222,0.9622346332222875,0.9681997015330349,0.9074074074074074,0.9751910640799529,0.9007780400384648,0.8974358974358975,0.9945662475516522,0.8973413379073757
7,2,0.9938271604938271,0.9946404076033705,0.9950617283950617,0.9259259259259259,0.9743974132863022,0.9197944355839093,0.9658119658119658,0.9970830437438134,0.9673483793071421
8,8,0.9907407407407407,0.9950421320791693,0.9925924909806718,0.9444444444444444,0.9732216343327454,0.9401141494164751,0.9829059829059829,0.9963406415197658,0.9808212665355521
9,8,0.9783950617283951,0.992517473381671,0.9753086419753085,0.9259259259259259,0.9837448559670783,0.9211201515347196,0.9658119658119658,0.9968829637118005,0.9620288344623935
10,8,0.9969135802469136,0.9973153047227122,0.9956547229023692,0.9351851851851852,0.979129923574368,0.9327242361725121,0.9658119658119658,0.9978201807038604,0.9620458518993517
11,8,1.0,0.9995296884185773,1.0,0.9351851851851852,0.9799529688418578,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
12,8,1.0,0.9997125873669083,1.0,0.9351851851851852,0.9801881246325691,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
13,8,1.0,0.9997648442092886,1.0,0.9351851851851852,0.980599647266314,0.9327242361725121,0.9658119658119658,0.9982203407678861,0.9620288344623935
14,8,1.0,0.9997779084198837,1.0,0.9351851851851852,0.9810405643738976,0.9327242361725121,0.9658119658119658,0.9982203407678861,0.9620288344623935
15,8,1.0,0.9997909726304788,1.0,0.9351851851851852,0.9811581422692535,0.9327242361725121,0.9658119658119658,0.9981203007518796,0.9620288344623935
16,8,1.0,0.9998171010516689,1.0,0.9351851851851852,0.9812757201646091,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
17,8,1.0,0.999830165262264,1.0,0.9351851851851852,0.9812757201646091,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
18,8,1.0,0.9998432294728591,1.0,0.9351851851851852,0.9812757201646091,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
19,8,1.0,0.9998432294728591,1.0,0.9351851851851852,0.9812757201646091,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
20,8,1.0,0.9998432294728591,1.0,0.9351851851851852,0.9812757201646091,0.9327242361725121,0.9658119658119658,0.9980202607358732,0.9620288344623935
