flod,test_acc,test_auc,test_f1_score
0,0.9074074074074074,0.9842445620223398,0.9044134603444912
1,0.9259259259259259,0.988800705467372,0.9246020456546772
2,0.9351851851851852,0.9883009994121106,0.9370150783194262
3,0.8981481481481481,0.9876249265138153,0.896494218117177
4,0.9829059829059829,0.9963406415197658,0.9808212665355521
