epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.8048048048048048,0.8676459020225246,0.7762123314384722,0.9444444444444444,0.9905349794238684,0.9450824029771399,0.9629629629629629,0.9932686654908878,0.9649402211199964
2,1,0.9369369369369369,0.9564511090284286,0.9271793367495041,0.9351851851851852,0.9906819517930628,0.937037037037037,0.9444444444444444,0.9920928865373311,0.9383559093236512
3,3,0.9369369369369369,0.9394058511391449,0.9210933470861269,0.9537037037037037,0.989917695473251,0.9575244575244576,0.9722222222222222,0.9982951205173428,0.9667471521404106
4,4,0.9579579579579579,0.9683134092538528,0.9469777518450084,0.9537037037037037,0.9911816578483247,0.9518518518518518,0.9537037037037037,0.9952968841857732,0.9520660816545132
5,5,0.984984984984985,0.9876248204810097,0.9826917548824978,0.9722222222222222,0.9935920047031158,0.9722503613058336,0.9259259259259259,0.988800705467372,0.9246020456546772
6,5,0.972972972972973,0.9509121475078605,0.9712480660134091,0.9166666666666666,0.9811875367430923,0.921957671957672,0.9629629629629629,0.9962375073486185,0.9481481481481482
7,5,0.9819819819819819,0.9438830940870546,0.9802939573630328,0.9351851851851852,0.9880070546737213,0.937037037037037,0.9351851851851852,0.9963256907701351,0.9313632919508072
8,5,0.972972972972973,0.9562904128431088,0.9747937080969572,0.9259259259259259,0.9934156378600822,0.9168282697694462,0.9444444444444444,0.9948265726043504,0.9383559093236512
9,5,1.0,0.9790573539294151,1.0,0.9444444444444444,0.9928865373309819,0.9444398714061636,0.9629629629629629,0.9970899470899471,0.9543296105093858
10,5,1.0,0.9855366690714907,1.0,0.9444444444444444,0.9922398589065256,0.9382987382987383,0.9537037037037037,0.9970899470899471,0.9518372127067779
11,5,1.0,0.9871930759047869,1.0,0.9444444444444444,0.9916519694297472,0.9382987382987383,0.9537037037037037,0.9969723691945913,0.9518372127067779
12,5,1.0,0.9889360114532554,1.0,0.9444444444444444,0.9916813639035861,0.9382987382987383,0.9537037037037037,0.9969723691945913,0.9518372127067779
13,5,1.0,0.9896653249097067,1.0,0.9444444444444444,0.9914756025867137,0.9382987382987383,0.9537037037037037,0.9969723691945913,0.9468324468324468
14,5,1.0,0.9908025594519697,1.0,0.9444444444444444,0.9912698412698413,0.9382987382987383,0.9537037037037037,0.9969723691945913,0.9468324468324468
15,5,1.0,0.9914024169605272,1.0,0.9444444444444444,0.9912698412698413,0.9382987382987383,0.9537037037037037,0.9971781305114638,0.9468324468324468
16,5,1.0,0.991933950496585,1.0,0.9444444444444444,0.9912698412698413,0.9382987382987383,0.9537037037037037,0.9971781305114638,0.9468324468324468
17,5,1.0,0.9921193691719538,1.0,0.9444444444444444,0.9913874191651969,0.9382987382987383,0.9537037037037037,0.9971781305114638,0.9468324468324468
18,5,1.0,0.992391316562495,1.0,0.9444444444444444,0.9912698412698413,0.9382987382987383,0.9537037037037037,0.9971781305114638,0.9468324468324468
19,5,1.0,0.9924902065226919,1.0,0.9444444444444444,0.9913874191651969,0.9382987382987383,0.9537037037037037,0.9971781305114639,0.9468324468324468
