epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.4166666666666667,0.4895833333333333,0.4212121212121212,0.4307116104868914,0.6232971189225878,0.38162091103921053,0.3925925925925926,0.6407211595123776,0.34380875879147105
2,2,0.6666666666666666,0.5208333333333334,0.6555555555555556,0.6966292134831461,0.8473035669631693,0.676056554668898,0.7185185185185186,0.8649133662309357,0.6900614406765927
3,3,0.75,0.5104166666666666,0.7503607503607502,0.7265917602996255,0.9215140838781123,0.7067104802583192,0.737037037037037,0.9331129057328257,0.7039098280616655
4,3,0.8333333333333334,0.5104166666666666,0.8380952380952381,0.7153558052434457,0.9305511645768586,0.6865662324308941,0.7074074074074074,0.9459459170932595,0.6706491234050289
5,3,0.8333333333333334,0.6145833333333334,0.8380952380952381,0.6142322097378277,0.9350967206087235,0.5718749240685469,0.662962962962963,0.9465080886083084,0.6165220851097515
6,6,0.8333333333333334,0.7916666666666666,0.8380952380952381,0.7415730337078652,0.9563457828742901,0.7230669265756985,0.774074074074074,0.9704143628950573,0.7524779025753684
7,7,0.8333333333333334,0.8541666666666666,0.832010582010582,0.7677902621722846,0.9586682384881935,0.698032117833347,0.8074074074074075,0.9783780679234712,0.7470564728282084
8,8,1.0,0.9479166666666666,1.0,0.8838951310861424,0.9774597667273962,0.8707308849465711,0.9111111111111111,0.9852125191945382,0.9007195776140452
9,9,1.0,1.0,1.0,0.8913857677902621,0.9794752259493444,0.8702204228520017,0.9296296296296296,0.98770951724562,0.9155071448048685
10,9,1.0,1.0,1.0,0.8164794007490637,0.9699083252956097,0.7761549758866546,0.837037037037037,0.9824418014768052,0.7916990510817493
11,9,1.0,1.0,1.0,0.8277153558052435,0.9684204533276176,0.7847593582887701,0.8518518518518519,0.9818115203099138,0.8025019808668197
12,9,1.0,1.0,1.0,0.846441947565543,0.968524050655521,0.7989075883812725,0.8518518518518519,0.9819643933842683,0.8073417059328624
13,9,1.0,1.0,1.0,0.8426966292134831,0.9689737166434466,0.800868841515173,0.8518518518518519,0.9821868706796275,0.8072107039381562
14,9,1.0,1.0,1.0,0.8389513108614233,0.9691161629693138,0.7979164480961821,0.8555555555555555,0.9823021660150345,0.8099793013618544
15,9,1.0,1.0,1.0,0.8389513108614233,0.969181581109563,0.7979164480961821,0.8592592592592593,0.9823504192480011,0.817677178398241
16,9,1.0,1.0,1.0,0.8389513108614233,0.969519835315972,0.7979164480961821,0.8629629629629629,0.9824067858564223,0.8204479364526277
17,9,1.0,1.0,1.0,0.8389513108614233,0.9696428571428571,0.7979164480961821,0.8629629629629629,0.9824644335241257,0.8204479364526277
18,9,1.0,1.0,1.0,0.8389513108614233,0.9696812596006144,0.7979164480961821,0.8629629629629629,0.9825449267490303,0.8204479364526277
19,9,1.0,1.0,1.0,0.8389513108614233,0.9697350676954953,0.7979164480961821,0.8629629629629629,0.9825449267490303,0.8204479364526277
20,9,1.0,1.0,1.0,0.8389513108614233,0.9697350676954953,0.7979164480961821,0.8629629629629629,0.9825449267490303,0.8204479364526277
