epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.08333333333333333,0.5,0.05128205128205129,0.32209737827715357,0.5531369449505233,0.3183340496582194,0.32222222222222224,0.5595135305481397,0.32234752470429023
2,2,0.4166666666666667,0.5104166666666666,0.34432234432234426,0.41947565543071164,0.7730691601471795,0.40889506990024915,0.4222222222222222,0.7669321875539113,0.41647341363653423
3,3,0.75,0.5416666666666666,0.7503607503607502,0.6479400749063671,0.87943838638231,0.616358606643936,0.6481481481481481,0.8755051643769868,0.6299538784067086
4,3,0.75,0.59375,0.7503607503607502,0.5168539325842697,0.8842326653091844,0.440146715116775,0.5185185185185185,0.8806247042888157,0.43440139647036197
5,3,0.5833333333333334,0.625,0.5606837606837606,0.299625468164794,0.8844952309505948,0.27392272219097125,0.29259259259259257,0.8736373799433942,0.26651956260312665
6,3,0.6666666666666666,0.7604166666666666,0.6412698412698412,0.6404494382022472,0.9385835298110242,0.6002622595297611,0.6444444444444445,0.9436365942270344,0.6174638483559954
7,7,0.9166666666666666,0.84375,0.9153439153439153,0.8838951310861424,0.9665106008645018,0.8829195495862162,0.8703703703703703,0.9704237573297942,0.8723544973544973
8,7,1.0,1.0,1.0,0.7640449438202247,0.9641993087557603,0.7834673159064071,0.8,0.971199225215346,0.8118056366505471
9,9,0.9166666666666666,0.9791666666666666,0.9153439153439153,0.8876404494382022,0.97379478798271,0.8919875827840235,0.8888888888888888,0.9791097662835444,0.8953676918353116
10,9,1.0,1.0,1.0,0.8801498127340824,0.9743143375129497,0.8720954897190941,0.8629629629629629,0.9779536102812694,0.8201547842000393
11,9,1.0,0.9895833333333334,1.0,0.8614232209737828,0.9754338138105955,0.866992636717134,0.8407407407407408,0.9726222685681002,0.8232279714014094
12,12,1.0,1.0,1.0,0.8951310861423221,0.9787370949880327,0.8994492265511344,0.8703703703703703,0.9750195575050431,0.8497399392586417
13,13,1.0,1.0,1.0,0.8951310861423221,0.978690878076662,0.8994492265511344,0.8666666666666667,0.9749433344777464,0.8467750362844703
14,14,1.0,1.0,1.0,0.898876404494382,0.9784104508269924,0.9050798960940168,0.8703703703703703,0.9741922067185582,0.8497399392586417
15,15,1.0,1.0,1.0,0.9026217228464419,0.978014816204051,0.9080393483632188,0.8703703703703703,0.9735416421130304,0.8497399392586417
16,15,1.0,1.0,1.0,0.9026217228464419,0.977811193869896,0.9080393483632188,0.8703703703703703,0.97347460001059,0.8497399392586417
17,15,1.0,1.0,1.0,0.9026217228464419,0.9777151877255027,0.9080393483632188,0.8666666666666667,0.9734141767144416,0.8468864468864469
18,15,1.0,1.0,1.0,0.9026217228464419,0.9776767852677456,0.9080393483632188,0.8666666666666667,0.973395387844968,0.8468864468864469
19,15,1.0,1.0,1.0,0.9026217228464419,0.9776767852677454,0.9080393483632188,0.8666666666666667,0.9733765989754941,0.8468864468864469
20,15,1.0,1.0,1.0,0.9026217228464419,0.9776767852677456,0.9080393483632188,0.8666666666666667,0.9733765989754941,0.8468864468864469
