flod,test_acc,test_auc,test_f1_score
0,0.9365079365079365,0.9901832408930803,0.9316426125418017
1,0.9126984126984127,0.987053558808397,0.91421875767851
2,0.9246031746031746,0.9861365062672794,0.9178939787322119
3,0.9126984126984127,0.9870453607431404,0.8971377492459993
4,0.8888888888888888,0.9797841364610366,0.8757665522141403
