flod,test_acc,test_auc,test_f1_score
0,0.8461538461538461,0.9395061728395063,0.8253859343581188
1,0.7545787545787546,0.8950911520590434,0.7369751427949377
2,0.7582417582417582,0.896716196501036,0.7405937507493826
3,0.7142857142857143,0.8657103975872595,0.6934675501189261
4,0.7509157509157509,0.8728339892358429,0.722635439423556
