epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.8048048048048048,0.8751417610054412,0.7774946641737919,0.9259259259259259,0.9827748383303939,0.917519528136458,0.8888888888888888,0.9626690182245738,0.8749658002735977
2,2,0.9429429429429429,0.9393469666628459,0.939813416036432,0.9537037037037037,0.9907407407407408,0.9518518518518518,0.9351851851851852,0.9791299235743681,0.9271033463410959
3,2,0.960960960960961,0.974643040956176,0.9545253086178352,0.9074074074074074,0.9845091122868901,0.9024054982817868,0.9351851851851852,0.9778365667254557,0.9277770021871655
4,4,0.9669669669669669,0.9828873171378548,0.9681771381771381,0.9537037037037037,0.9901822457378012,0.9518518518518518,0.9259259259259259,0.979864785420341,0.9209006679594914
5,4,0.9519519519519519,0.9749381375873997,0.9560954065346023,0.9166666666666666,0.9848618459729571,0.9097507219942239,0.9074074074074074,0.9797766019988243,0.8699362041467303
6,4,0.9669669669669669,0.9898786125738585,0.9641611335498879,0.9351851851851852,0.9852733686067019,0.932076754415585,0.9444444444444444,0.9726043503821282,0.9309626079289002
7,4,0.993993993993994,0.9959028091491193,0.9952038369304557,0.9166666666666666,0.9838330393885949,0.921957671957672,0.9259259259259259,0.9713403880070547,0.9158962136490226
8,4,0.9819819819819819,0.9898653523291957,0.9801866380834253,0.8611111111111112,0.9766901822457378,0.8759007876654935,0.8796296296296297,0.9625661375661375,0.8749264833073863
9,4,0.993993993993994,0.99397535392492,0.9952038369304557,0.9537037037037037,0.9866549088771311,0.9518372127067779,0.9444444444444444,0.9744415049970606,0.9309626079289002
10,4,1.0,0.9977664353990097,1.0,0.9537037037037037,0.9894473838918284,0.9518372127067779,0.9259259259259259,0.9769988242210464,0.915630219078495
11,4,1.0,0.9977671096487383,1.0,0.9537037037037037,0.9871840094062315,0.9518372127067779,0.9444444444444444,0.9760875955320399,0.9309626079289002
12,4,1.0,0.9985777825724425,1.0,0.9537037037037037,0.9875955320399764,0.9518372127067779,0.9444444444444444,0.9760288065843622,0.9309626079289002
13,4,1.0,0.9986519500425901,1.0,0.9537037037037037,0.9877131099353321,0.9518372127067779,0.9444444444444444,0.9760288065843622,0.9309626079289002
14,4,1.0,0.9986984732738645,1.0,0.9537037037037037,0.9876249265138154,0.9518372127067779,0.9444444444444444,0.9761463844797178,0.9309626079289002
15,4,1.0,0.9987573577501635,1.0,0.9537037037037037,0.9876249265138154,0.9518372127067779,0.9444444444444444,0.9762492651381539,0.9309626079289002
16,4,1.0,0.9988191639752865,1.0,0.9537037037037037,0.9877425044091711,0.9518372127067779,0.9444444444444444,0.9762492651381539,0.9309626079289002
17,4,1.0,0.9988562477103603,1.0,0.9537037037037037,0.9877425044091711,0.9518372127067779,0.9444444444444444,0.9762492651381539,0.9309626079289002
18,4,1.0,0.9989056926904588,1.0,0.9537037037037037,0.9877425044091711,0.9518372127067779,0.9444444444444444,0.9761316872427983,0.9309626079289002
