epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.8288288288288288,0.8234674865543367,0.7876829858703028,0.8425925925925926,0.9738977072310405,0.8508463214345566,0.8796296296296297,0.9756613756613756,0.8852137937105257
2,2,0.9369369369369369,0.959536251036659,0.9239663717924588,0.9444444444444444,0.991740152851264,0.9395064395064395,0.9444444444444444,0.9895355673133451,0.9444398714061636
3,3,0.963963963963964,0.9832579297386833,0.9556858669777032,0.9537037037037037,0.9931804820693709,0.9524898103845473,0.9259259259259259,0.9861552028218695,0.9351855603729667
4,3,0.9669669669669669,0.9784574964208578,0.9612118666755881,0.8888888888888888,0.9843621399176955,0.8945218791836845,0.9351851851851852,0.9843327454438566,0.9426200636726954
5,3,0.984984984984985,0.9926551729562929,0.9808750214887398,0.9351851851851852,0.9884185773074662,0.9330120007869369,0.9351851851851852,0.9803057025279247,0.9377586914788553
6,3,0.96996996996997,0.9452432805395796,0.9671115716903373,0.9166666666666666,0.9889770723104055,0.9109208022251502,0.9259259259259259,0.976660787771899,0.9234722125293694
7,7,0.990990990990991,0.9914833269279609,0.9875140788415124,0.9537037037037037,0.9884479717813051,0.9469222031019785,0.9166666666666666,0.9828630217519106,0.9161579161579162
8,7,0.996996996996997,0.9943210192857898,0.9957936275625806,0.9444444444444444,0.9875955320399766,0.9394315663978586,0.9166666666666666,0.9793650793650793,0.909415553661078
9,7,1.0,0.9958628036652214,1.0,0.9444444444444444,0.9879482657260436,0.9394315663978586,0.9259259259259259,0.9806290417401528,0.9234722125293694
10,7,1.0,0.9968146195321156,1.0,0.9444444444444444,0.9879482657260436,0.9394315663978586,0.9259259259259259,0.9813345091122869,0.9234722125293694
11,7,1.0,0.9972020883761594,1.0,0.9444444444444444,0.9874485596707819,0.9394315663978586,0.9166666666666666,0.9808348030570254,0.909415553661078
12,7,1.0,0.9982193064667291,1.0,0.9444444444444444,0.9872427983539095,0.9394315663978586,0.9259259259259259,0.9827748383303939,0.9234722125293694
13,7,1.0,0.9981763792340074,1.0,0.9444444444444444,0.9878012933568489,0.9394315663978586,0.9259259259259259,0.9826278659611992,0.9234722125293694
14,7,1.0,0.9986337452999176,1.0,0.9444444444444444,0.9879188712522046,0.9394315663978586,0.9166666666666666,0.9827454438565549,0.909415553661078
15,7,1.0,0.9986213840548931,1.0,0.9444444444444444,0.9878012933568489,0.9394315663978586,0.9166666666666666,0.9828042328042327,0.909415553661078
16,7,1.0,0.9987326352601142,1.0,0.9444444444444444,0.9880952380952381,0.9394315663978586,0.9166666666666666,0.9828630217519106,0.909415553661078
17,7,1.0,0.9987697189951881,1.0,0.9444444444444444,0.9880952380952381,0.9394315663978586,0.9259259259259259,0.9830687830687831,0.9234722125293694
18,7,1.0,0.9987944414852373,1.0,0.9444444444444444,0.9880952380952381,0.9394315663978586,0.9259259259259259,0.983127572016461,0.9234722125293694
19,7,1.0,0.9988068027302619,1.0,0.9444444444444444,0.9880952380952381,0.9394315663978586,0.9259259259259259,0.9830099941211051,0.9234722125293694
20,7,1.0,0.9988315252203112,1.0,0.9444444444444444,0.9880952380952381,0.9394315663978586,0.9259259259259259,0.9830099941211051,0.9234722125293694
