epoch,final_epoch,train_acc,train_auc,train_f1_score,valid_acc,valid_auc,valid_f1_score,test_acc,test_auc,test_f1_score
1,1,0.8108108108108109,0.8463636588386274,0.7771558884741318,0.9444444444444444,0.9934744268077601,0.9403957465755218,0.9351851851851852,0.9871546149323928,0.9327881420904677
2,1,0.93993993993994,0.9797354244064916,0.9310656016937849,0.9259259259259259,0.9823633156966491,0.9351007634140164,0.9722222222222222,0.9955908289241623,0.9722503613058335
3,1,0.960960960960961,0.9852692166791402,0.9566880187406364,0.8981481481481481,0.9800411522633746,0.9018712091882822,0.9444444444444444,0.9897119341563786,0.9317462012028042
4,4,0.9429429429429429,0.9776492957461583,0.9418710938537226,0.9444444444444444,0.9910346854791299,0.9382987382987383,0.9259259259259259,0.9922104644326867,0.9094917619899691
5,5,0.9669669669669669,0.9903427211370547,0.9626295569454445,0.9537037037037037,0.9925631981187536,0.9457499213918877,0.9537037037037037,0.9947089947089948,0.9520660816545132
6,5,0.984984984984985,0.9969182292404127,0.9789593239803618,0.9259259259259259,0.9851851851851853,0.929571952375067,0.9722222222222222,0.9954144620811288,0.9674729753677122
7,5,0.996996996996997,0.9988584952094556,0.9957936275625806,0.9444444444444444,0.9879776601998825,0.9444398714061636,0.9722222222222222,0.9964726631393298,0.9674729753677122
8,5,0.984984984984985,0.9947246701233202,0.978968137812903,0.9444444444444444,0.9867724867724869,0.9444398714061636,0.9537037037037037,0.994973544973545,0.9407379969177723
9,5,0.996996996996997,0.9990803233701698,0.9957936275625806,0.9444444444444444,0.9898295120517343,0.9444398714061636,0.9537037037037037,0.9958259847148736,0.9469859664762215
10,5,0.996996996996997,0.9977111469212634,0.9957471528942379,0.9444444444444444,0.9829805996472665,0.9444032464054711,0.9722222222222222,0.9971487360376249,0.9666593470941297
11,5,0.990990990990991,0.9893623620316493,0.9909888071589757,0.9444444444444444,0.9890358612580835,0.9382987382987383,0.9629629629629629,0.9958553791887125,0.959972876488303
12,5,1.0,0.9993769932507602,1.0,0.9444444444444444,0.9900940623162846,0.9382987382987383,0.9722222222222222,0.9965314520870076,0.9724262224262225
13,5,1.0,0.9994664437147565,1.0,0.9444444444444444,0.9898589065255732,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
14,5,1.0,0.9995718514223298,1.0,0.9444444444444444,0.9902998236331569,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
15,5,1.0,0.9995842126673544,1.0,0.9444444444444444,0.9902998236331569,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
16,5,1.0,0.9996801808787272,1.0,0.9444444444444444,0.9907701352145796,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
17,5,1.0,0.9997455831024028,1.0,0.9444444444444444,0.9906525573192239,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
18,5,1.0,0.9997579443474275,1.0,0.9444444444444444,0.9906525573192239,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
19,5,1.0,0.9997579443474275,1.0,0.9444444444444444,0.9906525573192239,0.9382987382987383,0.9722222222222222,0.9968547912992357,0.9724262224262225
